Timestamp,Open,High,Low,Close,Volume
2012-09-18, 99.9828, 100.3328, 99.4885, 100.2728,93139368
2012-09-19, 100.0371, 100.57, 99.9385, 100.3,81575714
2012-09-20, 99.88, 100.0085, 99.0885, 99.8143,83949835
2012-09-21, 100.3443, 100.7243, 99.9088, 100.0135,142582763
2012-09-24, 98.1228, 99.3028, 97.5714, 98.6843,159435968
2012-09-25, 98.3228, 98.9685, 96.1428, 96.22,129376629
2012-09-26, 95.5343, 96.0985, 94.4571, 95.0257,144088393
2012-09-27, 94.8985, 97.4528, 94.3357, 97.3314,148037514
2012-09-28, 96.9643, 97.3014, 95.25, 95.3007,133569490
2012-10-01, 95.88, 96.6785, 93.7857, 94.1985,135694481
2012-10-02, 94.5443, 95.1928, 92.95, 94.4728,156293037
2012-10-03, 94.98, 95.98, 94.6614, 95.9214,105850532
2012-10-04, 95.8928, 96.3214, 95.0785, 95.2571,92516018
2012-10-05, 95.0285, 95.1428, 93.04, 93.2271,148189554
2012-10-08, 92.4114, 92.5085, 90.8728, 91.1671,159189568
2012-10-09, 91.2357, 91.4985, 89.0785, 90.8357,209390853
2012-10-10, 91.3914, 92.14, 91, 91.5585,127322338
2012-10-11, 92.3571, 92.4571, 89.7285, 89.7285,136341211
2012-10-12, 89.9371, 90.7685, 89.3285, 89.9591,114883754
2012-10-15, 90.3357, 90.7328, 89.1214, 90.68,107948432
2012-10-16, 90.7671, 92.9, 90.1428, 92.8275,137208791
2012-10-17, 92.6957, 93.2557, 92, 92.0876,97195099
2012-10-18, 91.37, 91.7228, 90, 90.3771,119025656
2012-10-19, 90.15, 90.2528, 87.0885, 87.12,185618286
2012-10-22, 87.4885, 90.7685, 87.2514, 90.5757,136374671
2012-10-23, 90.1428, 90.5571, 87.3857, 87.6222,176497913
2012-10-24, 88.7771, 89.5071, 87.2343, 88.1185,139246492
2012-10-25, 88.5714, 88.8571, 86.5071, 87.0768,159313328
2012-10-26, 87.0614, 87.7143, 84.4285, 86.2857,254608276
2012-10-31, 84.9828, 85.9943, 83.9571, 85.0457,127361118
2012-11-01, 85.46, 86.1428, 84.8814, 85.22,90287637
2012-11-02, 85.1271, 85.2785, 82.1071, 82.4,149722555
2012-11-05, 83.3593, 83.9671, 82.5143, 83.5173,132221850
2012-11-06, 84.3185, 84.3914, 82.87, 83.2642,93580438
2012-11-07, 81.9764, 82.0771, 79.3928, 79.7145,198152419
2012-11-08, 80.09, 80.3185, 76.47, 76.8214,263467059
2012-11-09, 77.2028, 79.2685, 76.2457, 78.1514,232298080
2012-11-12, 79.1643, 79.2143, 76.95, 77.5471,128801509
2012-11-13, 76.9871, 78.64, 76.6228, 77.5568,133201920
2012-11-14, 77.9285, 78.2071, 76.5971, 76.6971,119026076
2012-11-15, 76.79, 77.0714, 74.66, 75.0885,197157859
2012-11-16, 75.0285, 75.7143, 72.25, 75.3825,316194785
2012-11-19, 77.2443, 81.0714, 77.1257, 80.8185,205441312
2012-11-20, 81.7014, 81.7071, 79.2257, 80.1305,160537558
2012-11-21, 80.6071, 81.0528, 79.5143, 80.2428,93231278
2012-11-23, 81.0243, 81.7143, 80.3714, 81.6428,68206599
2012-11-26, 82.2714, 84.2857, 81.9585, 84.2185,157238387
2012-11-27, 84.2214, 84.3457, 82.8714, 83.54,133099650
2012-11-28, 82.4671, 83.6857, 81.7514, 83.2771,130112749
2012-11-29, 84.3164, 84.8928, 83.6071, 84.1943,128394879
2012-11-30, 83.8271, 84.0571, 83.24, 83.6114,97622309
2012-12-03, 84.8071, 84.9414, 83.6428, 83.7414,90911547
2012-12-04, 83.1143, 83.1143, 81.7328, 82.2636,138712182
2012-12-05, 81.2728, 81.3214, 76.9671, 76.9703,259803118
2012-12-06, 75.5628, 79.0443, 74.09, 78.1778,294065958
2012-12-07, 79.0571, 79.3143, 75.7143, 76.1785,196603459
2012-12-10, 75, 76.93, 74.5114, 75.6887,157477787
2012-12-11, 77.11, 78.5085, 76.7671, 77.3411,147820794
2012-12-12, 78.2528, 78.2857, 76.61, 77,121630216
2012-12-13, 75.8785, 76.8057, 75.1143, 75.67,155971877
2012-12-14, 73.5357, 74.0188, 72.2257, 72.8277,252115436
2012-12-17, 72.7043, 74.2857, 71.6043, 74.1185,189181917
2012-12-18, 75, 76.4143, 74.3214, 76.2714,156143657
2012-12-19, 75.9243, 76.2428, 75.0714, 75.1871,112061074
2012-12-20, 75.7143, 75.7428, 74.1257, 74.5329,120153986
2012-12-21, 73.21, 74.2385, 72.8914, 74.19,148609695
2012-12-24, 74.3357, 74.8928, 74.1014, 74.3097,43936990
2012-12-26, 74.1428, 74.2085, 73.0171, 73.2856,75475003
2012-12-27, 73.3628, 73.75, 72.0943, 73.58,113575314
2012-12-28, 72.8985, 73.4971, 72.5885, 72.7984,88117426
2012-12-31, 72.9328, 76.4857, 72.7143, 76.0247,164519649
2013-01-02, 79.1171, 79.2857, 77.3757, 78.4328,139906732
2013-01-03, 78.2685, 78.5243, 77.2857, 77.4422,88054216
2013-01-04, 76.7093, 76.9471, 75.1183, 75.2857,148374285
2013-01-07, 74.5714, 75.6143, 73.6, 74.8428,120838376
2013-01-08, 75.6014, 75.9843, 74.4643, 75.0443,114451364
2013-01-09, 74.6428, 75.0007, 73.7128, 73.8714,101748741
2013-01-10, 75.5071, 75.5314, 73.6457, 74.7871,149986665
2013-01-11, 74.4285, 75.0457, 74.1457, 74.3285,87569116
2013-01-14, 71.8114, 72.5, 71.2157, 71.6785,183021145
2013-01-15, 71.1857, 71.2843, 69.0543, 69.4171,217802615
2013-01-16, 70.6628, 72.7771, 70.3571, 72.2985,172393952
2013-01-17, 72.9014, 72.9643, 71.7185, 71.8114,112900444
2013-01-18, 71.2166, 71.7457, 70.9143, 71.4285,116987465
2013-01-22, 72.08, 72.5543, 70.9471, 72.11,114745924
2013-01-23, 72.6871, 73.57, 72.11, 73.4293,191090117
2013-01-24, 65.7143, 66.5328, 64.3214, 64.3571,364459099
2013-01-25, 64.5271, 65.1757, 62.1428, 62.84,301617420
2013-01-28, 62.5464, 64.7443, 62.2657, 64.2614,195771859
2013-01-29, 65.5, 65.7428, 64.5886, 65.4671,142486933
2013-01-30, 65.2857, 66.0857, 64.9286, 65.2614,104140851
2013-01-31, 65.2828, 65.6114, 64.9971, 65.07,79445474
2013-02-01, 65.5871, 65.64, 64.05, 64.8028,134704470
2013-02-04, 64.8443, 65.1343, 63.1428, 63.188,119044766
2013-02-05, 63.4357, 65.6771, 63.1743, 65.4063,142959083
2013-02-06, 65.21, 66.6428, 64.6543, 65.3357,148003914
2013-02-07, 66.1786, 67.1428, 64.8743, 66.8886,175627813
2013-02-08, 67.7143, 68.4014, 66.8928, 67.8543,158143417
2013-02-11, 68.0714, 69.2771, 67.6071, 68.5614,128206578
2013-02-12, 68.5014, 68.9114, 66.8206, 66.8428,151743386
2013-02-13, 66.7443, 67.6628, 66.1743, 66.7157,118682866
2013-02-14, 66.36, 67.3771, 66.2886, 66.6557,88785717
2013-02-15, 66.9786, 67.1657, 65.7028, 65.7371,97873819
2013-02-19, 65.8714, 66.1043, 64.8357, 65.7128,108820003
2013-02-20, 65.3843, 65.3843, 64.1143, 64.1214,118823076
2013-02-21, 63.7143, 64.1671, 63.26, 63.7228,111563653
2013-02-22, 64.1786, 64.5143, 63.8, 64.4014,82560265
2013-02-25, 64.8357, 65.0171, 63.2243, 63.2571,92813518
2013-02-26, 63.4028, 64.5057, 62.5228, 64.1386,125040618
2013-02-27, 64.0614, 64.6343, 62.95, 63.51,146554914
2013-02-28, 63.4357, 63.9814, 63.0571, 63.0571,80512484
2013-03-01, 62.5714, 62.5971, 61.4257, 61.4957,137819681
2013-03-04, 61.1143, 61.1714, 59.8571, 60.0071,144332343
2013-03-05, 60.2114, 62.17, 60.1071, 61.592,159227158
2013-03-06, 62.0728, 62.1786, 60.6328, 60.8088,114860374
2013-03-07, 60.6428, 61.7157, 60.1514, 61.5117,116969895
2013-03-08, 61.4, 62.2043, 61.23, 61.6743,97466769
2013-03-11, 61.3928, 62.7157, 60.7343, 62.5528,118221425
2013-03-12, 62.2286, 62.6971, 61.0814, 61.2043,116142145
2013-03-13, 61.2071, 62.0714, 60.7657, 61.1928,101314460
2013-03-14, 61.8328, 62.0914, 61.4928, 61.7857,75801483
2013-03-15, 62.5614, 63.4614, 62.4643, 63.38,160587468
2013-03-18, 63.0643, 65.3514, 63.0286, 65.1028,149961185
2013-03-19, 65.6428, 65.8528, 64.0714, 64.9271,131468929
2013-03-20, 65.3457, 65.3757, 64.2271, 64.5828,76980353
2013-03-21, 64.3171, 65.4257, 64.3, 64.6757,95484439
2013-03-22, 64.94, 66.0143, 64.73, 65.9871,98261129
2013-03-25, 66.3843, 67.1357, 65.9686, 66.2257,124980207
2013-03-26, 66.4914, 66.5485, 65.79, 65.8766,73390892
2013-03-27, 65.2086, 65.2571, 64.39, 64.5828,81772975
2013-03-28, 64.26, 64.5456, 63.0886, 63.2371,110618443
2013-04-01, 63.1286, 63.3854, 61.1057, 61.2728,97168149
2013-04-02, 61.0857, 62.5914, 60.9143, 61.3988,132255450
2013-04-03, 61.6243, 62.4686, 61.4728, 61.7128,90550837
2013-04-04, 61.9657, 62.1428, 60.75, 61.1028,89574827
2013-04-05, 60.6428, 60.7071, 59.9543, 60.4571,95724469
2013-04-08, 60.6928, 61.0714, 60.3557, 60.8871,75145863
2013-04-09, 60.9086, 61.2143, 60.3928, 60.9971,76595913
2013-04-10, 61.1571, 62.4371, 60.8586, 62.2414,93883258
2013-04-11, 61.96, 62.57, 61.6, 62.0471,82064315
2013-04-12, 62.0214, 62.0214, 61.2986, 61.4,59634201
2013-04-15, 61, 61.1271, 59.9357, 59.9786,79101214
2013-04-16, 60.2243, 60.9443, 60.0814, 60.8914,76203143
2013-04-17, 60.0386, 60.0857, 56.8728, 57.5428,236094111
2013-04-18, 57.8557, 57.97, 55.6774, 56.0071,166414970
2013-04-19, 55.4243, 57.0857, 55.0143, 55.79,152132166
2013-04-22, 56.0914, 57.4571, 55.8964, 56.9528,107226032
2013-04-23, 57.7128, 58.3401, 56.9728, 58.0186,150492275
2013-04-24, 56.22, 59.3214, 56.0714, 57.9231,242352533
2013-04-25, 58.7464, 59.1343, 58.1428, 58.34,95958899
2013-04-26, 58.5443, 59.8241, 58.3214, 59.6007,190977767
2013-04-29, 60.0643, 61.9453, 60, 61.4457,159929048
2013-04-30, 62.1571, 63.6071, 61.7243, 63.2543,172699362
2013-05-01, 63.4943, 63.5614, 62.0557, 62.7557,126694438
2013-05-02, 63.1114, 64.0843, 62.9471, 63.6457,105409532
2013-05-03, 64.4728, 64.7471, 64.1643, 64.2828,90287637
2013-05-06, 65.1014, 66.0286, 64.9014, 65.8157,123979417
2013-05-07, 66.4243, 66.5357, 64.8143, 65.5226,120467656
2013-05-08, 65.5771, 66.4814, 65.1157, 66.2628,117977895
2013-05-09, 65.6871, 66.1428, 65.0828, 65.2528,99448260
2013-05-10, 65.4243, 65.6728, 64.3543, 64.71,83615305
2013-05-13, 64.5014, 65.4143, 64.5, 64.9628,79216224
2013-05-14, 64.8357, 65.0286, 63.1643, 63.4086,111617413
2013-05-15, 62.7371, 63, 60.3371, 61.2643,185168956
2013-05-16, 60.4628, 62.55, 59.8428, 62.0826,150737695
2013-05-17, 62.7214, 62.87, 61.5728, 61.8943,106966262
2013-05-20, 61.7014, 63.6857, 61.4428, 63.2757,112529584
2013-05-21, 62.5928, 63.64, 62.0286, 62.8086,113917824
2013-05-22, 63.4357, 64.05, 62.6028, 63.0506,110682773
2013-05-23, 62.2786, 63.7371, 62.2557, 63.1628,88239856
2013-05-24, 62.9786, 63.6657, 62.9086, 63.5928,69009031
2013-05-28, 64.2714, 64.4443, 62.9786, 63.0627,96311559
2013-05-29, 62.8571, 63.9286, 62.7714, 63.5643,82553265
2013-05-30, 63.6643, 64.9286, 63.5014, 64.5114,88354937
2013-05-31, 64.6428, 65.3, 64.2143, 64.2478,95688069
2013-06-03, 64.39, 64.6228, 63.2114, 64.3886,92900598
2013-06-04, 64.7457, 64.9186, 63.9128, 64.1871,72575322
2013-06-05, 63.6643, 64.3886, 63.3871, 63.5871,72524432
2013-06-06, 63.6386, 63.8571, 62.0071, 62.6371,104167451
2013-06-07, 62.3571, 63.32, 61.8243, 63.1158,101081990
2013-06-10, 63.5328, 64.1541, 62.4, 62.6986,112489474
2013-06-11, 62.2486, 63.2514, 61.9028, 62.5143,71515731
2013-06-12, 62.7857, 63.0357, 61.6428, 61.7414,66270567
2013-06-13, 61.7857, 62.4486, 61.25, 62.2807,71449021
2013-06-14, 62.2, 62.3271, 61.2143, 61.4357,67955299
2013-06-17, 61.6343, 62.2428, 61.4802, 61.7143,64784564
2013-06-18, 61.6514, 62.1286, 61.4586, 61.6814,48375328
2013-06-19, 61.6286, 61.6657, 60.4286, 60.4286,77690993
2013-06-20, 59.9, 60.8543, 59.31, 59.5483,89321357
2013-06-21, 59.7843, 60, 58.3, 59.0714,120212576
2013-06-24, 58.2, 58.38, 56.8643, 57.5057,120047026
2013-06-25, 57.9571, 58.2557, 56.9757, 57.5186,78533304
2013-06-26, 57.7, 57.8271, 56.5228, 56.8671,91911848
2013-06-27, 57.0357, 57.3414, 56.22, 56.2543,84237745
2013-06-28, 55.9086, 57.1814, 55.5528, 56.6471,144584903
2013-07-01, 57.5271, 58.8957, 57.3171, 58.46,97736269
2013-07-02, 58.5657, 60.2328, 58.4957, 59.7843,117427695
2013-07-03, 60.1228, 60.4257, 59.6357, 60.1143,60232176
2013-07-05, 60.0557, 60.47, 59.3357, 59.6314,68482701
2013-07-08, 60.0157, 60.1428, 58.6643, 59.2928,74476172
2013-07-09, 59.0857, 60.5, 58.6257, 60.3357,88135556
2013-07-10, 59.9428, 60.6857, 59.75, 60.1043,70064141
2013-07-11, 60.4214, 61.1786, 60.1671, 61.0411,81567174
2013-07-12, 61.0928, 61.3986, 60.4871, 60.93,69863934
2013-07-15, 60.7157, 61.6371, 60.6857, 61.0628,60473991
2013-07-16, 60.9314, 61.53, 60.5957, 61.4564,54028599
2013-07-17, 61.3857, 61.7457, 61.1743, 61.4728,49737479
2013-07-18, 61.9114, 62.1243, 61.5157, 61.6797,54658172
2013-07-19, 61.8714, 61.9971, 60.6214, 60.7071,67137272
2013-07-22, 61.3514, 61.3928, 60.7811, 60.9014,51912282
2013-07-23, 60.8571, 60.9943, 59.8157, 59.8557,88619467
2013-07-24, 62.7043, 63.5128, 62.18, 62.93,147906334
2013-07-25, 62.9571, 63.0571, 62.2586, 62.6428,57358143
2013-07-26, 62.1857, 63.0057, 62.0486, 62.9986,50020601
2013-07-29, 62.9714, 64.2843, 62.8857, 63.97,62006404
2013-07-30, 64.28, 65.3071, 64.1757, 64.76,77240193
2013-07-31, 64.9986, 65.3346, 64.2043, 64.6471,80624904
2013-08-01, 65.1076, 65.2571, 64.7514, 65.2394,51386070
2013-08-02, 65.43, 66.1214, 65.2371, 66.0771,68411287
2013-08-05, 66.3843, 67.2386, 66.0214, 67.0643,79577704
2013-08-06, 66.86, 67.4128, 66.0243, 66.4643,83703085
2013-08-07, 66.2571, 66.7143, 65.9671, 66.4257,74622262
2013-08-08, 66.265, 66.3, 65.4214, 65.8586,63939790
2013-08-09, 65.52, 65.78, 64.8071, 64.9214,66643940
2013-08-12, 65.2657, 66.95, 65.2328, 66.7657,90984207
2013-08-13, 67.2771, 70.6657, 66.8643, 69.9386,219450906
2013-08-14, 71.1257, 72.0357, 70.4857, 71.2143,188427037
